모델명,카테고리,상품설명,가격,중고가격,감가율
SK매직 GRA-BA301D,가스레인지,3년 사용했습니다. 상태 보통그리고 생활 기스 있음. 충전기 없음.,229020,135121,0.41
린나이 RBR-PF3000,가스레인지,4년 사용했습니다. 외관 약간 흠집그리고 액정 파손.,294960,106185,0.64
SK매직 뉴에코 GRA-851SR,가스레인지,1년 사용했습니다. 생활흔적 있음이며 고장 없음. 충전기 없음.,128820,105632,0.18
린나이 RBR-S6201D,가스레인지,5년 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 박스 없음.,180000,59399,0.67
린나이 RBR-P3511WD,가스레인지,1개월 사용했습니다. 상태 최상하지만 액정 파손. 추가 액세서리 포함.,241400,205190,0.15
린나이 RBR-P2501D,가스레인지,2년 사용했습니다. 상태 양호하지만 화면 금 갔음. 추가 액세서리 포함.,210750,141202,0.33
SK매직 뉴에코 GRA-910SR,가스레인지,1년 사용했습니다. 외관 약간 흠집이며 고장 없음. 정품 인증서 포함.,171700,149379,0.13
SK매직 GRA-F2NRH,가스레인지,4년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 충전기 없음.,116450,54731,0.53
린나이 GTA24SJ,가스레인지,5년 사용했습니다. 상태 보통이며 고장 없음. 박스 및 구성품 있음.,133400,62698,0.53
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,1년 사용했습니다. 외관 약간 흠집이며 고장 없음. 박스 없음.,144000,120960,0.16
린나이 RBR-S3000,가스레인지,6개월 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 박스 및 구성품 있음.,218950,164212,0.25
하츠 GC-3605SDBH,가스레인지,2년 사용했습니다. 상태 최상이며 작동 이상 없음.,135000,114750,0.15
린나이 RBR-S3603DIJ,가스레인지,5년 사용했습니다. 상태 양호하지만 액정 파손.,156710,47013,0.7
SK매직 GRA-B3FDD,가스레인지,거의 사용하지 않음. 외관 심한 흠집이며 작동 이상 없음. 정품 인증서 포함.,126000,108360,0.14
린나이 RBR-S4000,가스레인지,4년 사용했습니다. 상태 최상하지만 화면 금 갔음.,260460,130230,0.5
SK매직 GRA-B3216D,가스레인지,6개월 사용했습니다. 상태 보통이며 고장 없음. 정품 인증서 포함.,113920,102528,0.1
SK매직 GRA-B322K,가스레인지,6개월 사용했습니다. 상태 최상이며 작동 이상 없음. 박스 없음.,174080,156672,0.1
린나이 RBR-P4400,가스레인지,2년 사용했습니다. 상태 최상하지만 액정 파손. 박스 없음.,436700,275121,0.37
린나이 RT-5102,가스레인지,3년 사용했습니다. 상태 양호이며 작동 이상 없음. 박스 및 구성품 있음.,250380,175266,0.3
린나이 INBS301DJ,가스레인지,거의 사용하지 않음. 상태 양호이며 작동 이상 없음.,167350,150615,0.1
SK매직 GRAB221K,가스레인지,2년 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 정품 인증서 포함.,85440,64934,0.24
린나이 RBR-S3307DJ,가스레인지,6개월 사용했습니다. 사용감 있음그리고 액정 파손.,158790,111153,0.3
린나이 RBR-S3001D,가스레인지,1개월 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 정품 인증서 포함.,213600,190104,0.11
린나이 CTA22NJ,가스레인지,6개월 사용했습니다. 상태 최상이며 고장 없음. 정품 인증서 포함.,138600,124740,0.1
린나이 RT-1620I,가스레인지,1개월 사용했습니다. 상태 최상하지만 액정 파손. 추가 액세서리 포함.,189730,161270,0.15
매직쉐프 MMW-W23FDHW,가스레인지,1년 사용했습니다. 외관 약간 흠집이며 작동 이상 없음.,119960,103165,0.14
린나이 RT-1080IJ,가스레인지,4년 사용했습니다. 상태 양호이며 고장 없음. 박스 없음.,128060,74274,0.42
린나이 INCP2032WJ,가스레인지,3년 사용했습니다. 외관 약간 흠집그리고 화면 금 갔음.,143060,72960,0.49
SK매직 GRA-B3218D,가스레인지,1개월 사용했습니다. 상태 양호이며 작동 이상 없음. 충전기 없음.,147990,133191,0.1
린나이 RT-6520I,가스레인지,6개월 사용했습니다. 상태 양호하지만 생활 기스 있음. 박스 및 구성품 있음.,188810,169929,0.1
린나이 CPBC611DJ,가스레인지,5년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 박스 없음.,176080,66910,0.62
SK매직 GRA-BA301D,가스레인지,2년 사용했습니다. 상태 최상하지만 화면 금 갔음.,229020,160314,0.3
린나이 RBR-PF3000,가스레인지,거의 사용하지 않음. 상태 최상이며 고장 없음. 정품 인증서 포함.,294960,265464,0.1
SK매직 뉴에코 GRA-851SR,가스레인지,6개월 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 박스 없음.,128820,108208,0.16
린나이 RBR-S6201D,가스레인지,6개월 사용했습니다. 상태 양호하지만 생활 기스 있음. 박스 없음.,180000,158400,0.12
린나이 RBR-P3511WD,가스레인지,1년 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 박스 및 구성품 있음.,241400,183464,0.24
린나이 RBR-P2501D,가스레인지,5년 사용했습니다. 외관 심한 흠집그리고 배터리 효율 낮음. 박스 및 구성품 있음.,210750,63225,0.7
SK매직 뉴에코 GRA-910SR,가스레인지,1년 사용했습니다. 상태 양호이며 고장 없음.,171700,154530,0.1
SK매직 GRA-F2NRH,가스레인지,1개월 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 정품 인증서 포함.,116450,91995,0.21
린나이 GTA24SJ,가스레인지,1개월 사용했습니다. 외관 약간 흠집그리고 화면 금 갔음.,133400,105386,0.21
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,4년 사용했습니다. 사용감 있음그리고 액정 파손.,144000,50400,0.65
린나이 RBR-S3000,가스레인지,5년 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 충전기 없음.,218950,81011,0.63
하츠 GC-3605SDBH,가스레인지,6개월 사용했습니다. 사용감 있음이며 작동 이상 없음. 추가 액세서리 포함.,135000,121500,0.1
린나이 RBR-S3603DIJ,가스레인지,1년 사용했습니다. 외관 심한 흠집이며 고장 없음. 박스 없음.,156710,122233,0.22
SK매직 GRA-B3FDD,가스레인지,4년 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 추가 액세서리 포함.,126000,60480,0.52
린나이 RBR-S4000,가스레인지,3년 사용했습니다. 상태 양호하지만 생활 기스 있음. 박스 및 구성품 있음.,260460,169299,0.35
SK매직 GRA-B3216D,가스레인지,거의 사용하지 않음. 상태 최상하지만 배터리 효율 낮음. 추가 액세서리 포함.,113920,102528,0.1
SK매직 GRA-B322K,가스레인지,2년 사용했습니다. 사용감 있음그리고 생활 기스 있음.,174080,121855,0.3
린나이 RBR-P4400,가스레인지,3년 사용했습니다. 외관 심한 흠집그리고 배터리 효율 낮음. 박스 및 구성품 있음.,436700,218350,0.5
린나이 RT-5102,가스레인지,1개월 사용했습니다. 상태 양호하지만 생활 기스 있음. 추가 액세서리 포함.,250380,225342,0.1
린나이 INBS301DJ,가스레인지,6개월 사용했습니다. 사용감 있음그리고 액정 파손. 박스 없음.,167350,113797,0.32
SK매직 GRAB221K,가스레인지,3년 사용했습니다. 생활흔적 있음그리고 액정 파손. 추가 액세서리 포함.,85440,40156,0.53
린나이 RBR-S3307DJ,가스레인지,1년 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 박스 없음.,158790,107977,0.32
린나이 RBR-S3001D,가스레인지,6개월 사용했습니다. 외관 심한 흠집이며 고장 없음. 정품 인증서 포함.,213600,183696,0.14
린나이 CTA22NJ,가스레인지,1년 사용했습니다. 외관 약간 흠집그리고 화면 금 갔음. 추가 액세서리 포함.,138600,101178,0.27
린나이 RT-1620I,가스레인지,4년 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 박스 및 구성품 있음.,189730,87275,0.54
매직쉐프 MMW-W23FDHW,가스레인지,2년 사용했습니다. 상태 보통그리고 생활 기스 있음. 추가 액세서리 포함.,119960,88770,0.26
린나이 RT-1080IJ,가스레인지,5년 사용했습니다. 상태 최상이며 작동 이상 없음. 충전기 없음.,128060,66591,0.48
린나이 INCP2032WJ,가스레인지,4년 사용했습니다. 생활흔적 있음그리고 배터리 효율 낮음. 정품 인증서 포함.,143060,65807,0.54
SK매직 GRA-B3218D,가스레인지,1년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 박스 없음.,147990,115432,0.22
린나이 RT-6520I,가스레인지,4년 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 박스 및 구성품 있음.,188810,105733,0.44
린나이 CPBC611DJ,가스레인지,거의 사용하지 않음. 상태 양호이며 작동 이상 없음. 충전기 없음.,176080,158472,0.1
SK매직 GRA-BA301D,가스레인지,3년 사용했습니다. 외관 약간 흠집그리고 액정 파손. 충전기 없음.,229020,98478,0.57
린나이 RBR-PF3000,가스레인지,1년 사용했습니다. 상태 보통이며 고장 없음. 박스 및 구성품 있음.,294960,256615,0.13
SK매직 뉴에코 GRA-851SR,가스레인지,1개월 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음.,128820,94038,0.27
린나이 RBR-S6201D,가스레인지,5년 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 정품 인증서 포함.,180000,82800,0.54
린나이 RBR-P3511WD,가스레인지,2년 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 박스 및 구성품 있음.,241400,168980,0.3
린나이 RBR-P2501D,가스레인지,4년 사용했습니다. 상태 보통그리고 배터리 효율 낮음. 박스 없음.,210750,94837,0.55
SK매직 뉴에코 GRA-910SR,가스레인지,4년 사용했습니다. 생활흔적 있음이며 고장 없음. 정품 인증서 포함.,171700,96152,0.44
SK매직 GRA-F2NRH,가스레인지,3년 사용했습니다. 생활흔적 있음그리고 화면 금 갔음.,116450,58225,0.5
린나이 GTA24SJ,가스레인지,3년 사용했습니다. 상태 양호이며 고장 없음. 박스 및 구성품 있음.,133400,93380,0.3
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,4년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 박스 및 구성품 있음.,144000,73440,0.49
린나이 RBR-S3000,가스레인지,4년 사용했습니다. 외관 약간 흠집그리고 화면 금 갔음. 충전기 없음.,218950,83201,0.62
하츠 GC-3605SDBH,가스레인지,1개월 사용했습니다. 상태 양호하지만 생활 기스 있음.,135000,121500,0.1
린나이 RBR-S3603DIJ,가스레인지,3년 사용했습니다. 생활흔적 있음그리고 액정 파손.,156710,70519,0.55
SK매직 GRA-B3FDD,가스레인지,3년 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 박스 없음.,126000,80640,0.36
린나이 RBR-S4000,가스레인지,1개월 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 충전기 없음.,260460,221391,0.15
SK매직 GRA-B3216D,가스레인지,6개월 사용했습니다. 생활흔적 있음그리고 배터리 효율 낮음. 추가 액세서리 포함.,113920,93414,0.18
SK매직 GRA-B322K,가스레인지,4년 사용했습니다. 상태 보통그리고 화면 금 갔음. 정품 인증서 포함.,174080,74854,0.57
린나이 RBR-P4400,가스레인지,5년 사용했습니다. 상태 보통그리고 화면 금 갔음. 박스 없음.,436700,131010,0.7
린나이 RT-5102,가스레인지,1개월 사용했습니다. 상태 보통그리고 액정 파손. 박스 및 구성품 있음.,250380,187785,0.25
린나이 INBS301DJ,가스레인지,1개월 사용했습니다. 상태 보통그리고 액정 파손. 추가 액세서리 포함.,167350,128859,0.23
SK매직 GRAB221K,가스레인지,4년 사용했습니다. 상태 최상하지만 생활 기스 있음. 정품 인증서 포함.,85440,52118,0.39
린나이 RBR-S3307DJ,가스레인지,1개월 사용했습니다. 사용감 있음그리고 화면 금 갔음. 박스 없음.,158790,120680,0.24
린나이 RBR-S3001D,가스레인지,4년 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 박스 및 구성품 있음.,213600,117480,0.45
린나이 CTA22NJ,가스레인지,3년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 정품 인증서 포함.,138600,85932,0.38
린나이 RT-1620I,가스레인지,거의 사용하지 않음. 상태 양호하지만 생활 기스 있음. 충전기 없음.,189730,165065,0.13
매직쉐프 MMW-W23FDHW,가스레인지,1년 사용했습니다. 생활흔적 있음그리고 액정 파손. 박스 없음.,119960,75574,0.37
린나이 RT-1080IJ,가스레인지,5년 사용했습니다. 상태 최상이며 고장 없음.,128060,70433,0.45
린나이 INCP2032WJ,가스레인지,거의 사용하지 않음. 상태 양호하지만 화면 금 갔음. 박스 및 구성품 있음.,143060,114448,0.2
SK매직 GRA-B3218D,가스레인지,거의 사용하지 않음. 외관 심한 흠집그리고 액정 파손. 정품 인증서 포함.,147990,97673,0.34
린나이 RT-6520I,가스레인지,5년 사용했습니다. 외관 약간 흠집그리고 액정 파손. 정품 인증서 포함.,188810,50978,0.73
린나이 CPBC611DJ,가스레인지,4년 사용했습니다. 상태 최상하지만 액정 파손.,176080,79235,0.55
SK매직 GRA-BA301D,가스레인지,거의 사용하지 않음. 외관 심한 흠집그리고 화면 금 갔음. 추가 액세서리 포함.,229020,164894,0.28
린나이 RBR-PF3000,가스레인지,6개월 사용했습니다. 상태 보통이며 작동 이상 없음. 박스 없음.,294960,265464,0.1
SK매직 뉴에코 GRA-851SR,가스레인지,5년 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 추가 액세서리 포함.,128820,48951,0.62
린나이 RBR-S6201D,가스레인지,1년 사용했습니다. 상태 양호하지만 액정 파손. 박스 및 구성품 있음.,180000,125999,0.3
린나이 RBR-P3511WD,가스레인지,2년 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 박스 없음.,241400,164151,0.32
린나이 RBR-P2501D,가스레인지,거의 사용하지 않음. 사용감 있음그리고 생활 기스 있음. 추가 액세서리 포함.,210750,183352,0.13
SK매직 뉴에코 GRA-910SR,가스레인지,2년 사용했습니다. 상태 양호하지만 화면 금 갔음. 박스 없음.,171700,108171,0.37
SK매직 GRA-F2NRH,가스레인지,2년 사용했습니다. 상태 보통이며 고장 없음.,116450,89666,0.23
린나이 GTA24SJ,가스레인지,2년 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 정품 인증서 포함.,133400,74704,0.44
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,2년 사용했습니다. 생활흔적 있음그리고 액정 파손.,144000,79200,0.45
린나이 RBR-S3000,가스레인지,3년 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 충전기 없음.,218950,124801,0.43
하츠 GC-3605SDBH,가스레인지,거의 사용하지 않음. 상태 보통그리고 생활 기스 있음. 박스 없음.,135000,114750,0.15
린나이 RBR-S3603DIJ,가스레인지,거의 사용하지 않음. 외관 심한 흠집그리고 생활 기스 있음. 충전기 없음.,156710,120666,0.23
SK매직 GRA-B3FDD,가스레인지,2년 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 정품 인증서 포함.,126000,95760,0.24
린나이 RBR-S4000,가스레인지,2년 사용했습니다. 상태 양호이며 고장 없음. 정품 인증서 포함.,260460,210972,0.19
SK매직 GRA-B3216D,가스레인지,2년 사용했습니다. 상태 보통그리고 화면 금 갔음. 박스 없음.,113920,68352,0.4
